C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\center_2020_06_27_18_03_25_346.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\left_2020_06_27_18_03_25_346.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\right_2020_06_27_18_03_25_346.jpg, 0.280837, 0, 0, 4.164047
C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\center_2020_06_27_18_03_25_555.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\left_2020_06_27_18_03_25_555.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\right_2020_06_27_18_03_25_555.jpg, 0, 0, 0, 4.061949
C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\center_2020_06_27_18_03_25_688.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\left_2020_06_27_18_03_25_688.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\right_2020_06_27_18_03_25_688.jpg, 0, 0, 0, 4.005
C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\center_2020_06_27_18_03_25_835.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\left_2020_06_27_18_03_25_835.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\right_2020_06_27_18_03_25_835.jpg, 0, 0, 0, 3.94885
C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\center_2020_06_27_18_03_25_966.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\left_2020_06_27_18_03_25_966.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\right_2020_06_27_18_03_25_966.jpg, 0, 0.3976864, 0, 4.465055
C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\center_2020_06_27_18_03_26_118.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\left_2020_06_27_18_03_26_118.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\right_2020_06_27_18_03_26_118.jpg, 0, 0.8495301, 0, 6.008972
C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\center_2020_06_27_18_03_26_251.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\left_2020_06_27_18_03_26_251.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\right_2020_06_27_18_03_26_251.jpg, -0.403874, 1, 0, 7.528691
C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\center_2020_06_27_18_03_26_401.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\left_2020_06_27_18_03_26_401.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\right_2020_06_27_18_03_26_401.jpg, 0, 1, 0, 9.080638
C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\center_2020_06_27_18_03_26_612.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\left_2020_06_27_18_03_26_612.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\right_2020_06_27_18_03_26_612.jpg, 0, 0.3739824, 0, 9.917343
C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\center_2020_06_27_18_03_26_773.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\left_2020_06_27_18_03_26_773.jpg, C:\Users\pc-Anurag\Desktop\DL-and-ML-Practical-Tutorials-Package\DL and ML Practical Tutorials - Package\Driving Data\IMG\IMG\right_2020_06_27_18_03_26_773.jpg, 0, 0, 0, 9.786838
